RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",AUTOMATED_SHORT_NAME,AUTOMATED_LONG_NAME,AUTOMATED_LONG_DESCRIPTION,STATUS,STATUS_REASON,STATUS_TEXT,CHANGE_TYPE,"CHANGE_REASON_PUBLIC",EXPORTED_TO_LOINC,MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID6027,XRMA12VB,"XR Mastoids 1-2V Bilat","XR Mastoids 1-2 Views Bilateral",XRAY HEAD 1-2VWS MASTOID,XR HEAD 1 - 2 VIEWS MASTOID,A radiography  RADIOLOGY ORDERABLE 1 - 2 VIEWS procedure focused on the MASTOID in the HEAD,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,HEAD, , , , ,1 - 2 VIEWS, , , , ,MASTOID, , , , , , , , , , , , , ,RID10345|RID13060|0|RID9080|0|0|0|0|RID43400|0|0|0|0|RID35754|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6028,XRSJ12V,"XR Sacroiliac Joints 1-2V","XR Sacroiliac Joints 1-2 Views",XRAY PELVIS 1-2VWS SI JOINT,XR PELVIS 1 - 2 VIEWS SACROILIAC JOINT,A radiography  RADIOLOGY ORDERABLE 1 - 2 VIEWS procedure focused on the SACROILIAC JOINT in the PELVIS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,1 - 2 VIEWS, , , , ,SACROILIAC JOINT, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2507|0|0|0|0|RID43400|0|0|0|0|RID2577|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6029,XRABAPIN,"XR Abd AP Infant","XR Abdomen Anteroposterior Infant",XRAY INFNT ABD 1VW AP,XR INFANT ABDOMEN 1 VIEW AP,A radiography  RADIOLOGY ORDERABLE INFANT 1 VIEW procedure focused on the ABDOMEN and AP,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,ABDOMEN, , , , ,1 VIEW, , , , , , , , , , , , , ,AP, , , , ,RID10345|RID13060|RID5643|RID56|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43583|0|0|0|
RPID6030,XRABDIN,"XR Abd Decub Infant Left","XR Abd Decub Infant Left",XRAY INFNT ABD 1VW LT DCBTS,XR INFANT ABDOMEN 1 VIEW LEFT DECUBITUS,A radiography  RADIOLOGY ORDERABLE INFANT 1 VIEW procedure focused on the LEFT in the ABDOMEN and DECUBITUS,DEPRECATED,,"ERRONEOUS",DEL,"Left lateral decubitus view incorrectly modeled here with laterality attribute.",FALSE,XR,RADIOLOGY ORDERABLE,INFANT,ABDOMEN, , , , ,1 VIEW, , , , , , ,LEFT, , , , , , ,DECUBITUS, , , , ,RID10345|RID13060|RID5643|RID56|0|0|0|0|RID43399|0|0|0|0|0|0|RID5824|0|0|0|0|0|0|RID43587|0|0|0|
RPID6031,XRABLXTI,"XR Abd Lat X-Table Infant","XR Abdomen Lateral Cross Table Infant",XRAY INFNT ABD 1VW CX TAB LAT,XR INFANT ABDOMEN 1 VIEW CROSS TABLE LATERAL,A radiography  RADIOLOGY ORDERABLE INFANT 1 VIEW procedure focused on the ABDOMEN and CROSS TABLE LATERAL,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,ABDOMEN, , , , ,1 VIEW, , , , , , , , , , , , , ,CROSS TABLE LATERAL, , , , ,RID10345|RID13060|RID5643|RID56|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID45782|0|0|0|
RPID6032,XRCH1VAPI,"XR Chest 1V AP Infant","XR Chest 1 View Anteroposterior Infant",XRAY INFNT CHST 1VW AP,XR INFANT CHEST 1 VIEW AP,A radiography  RADIOLOGY ORDERABLE INFANT 1 VIEW procedure focused on the CHEST and AP,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,CHEST, , , , ,1 VIEW, , , , , , , , , , , , , ,AP, , , , ,RID10345|RID13060|RID5643|RID1243|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43583|0|0|0|
RPID6033,XRCH1VLI,"XR Chest 1V Lat Infant","XR Chest 1 View Lateral Infant",XRAY INFNT CHST 1VW LAT,XR INFANT CHEST 1 VIEW LATERAL,A radiography  RADIOLOGY ORDERABLE INFANT 1 VIEW procedure focused on the CHEST and LATERAL,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,CHEST, , , , ,1 VIEW, , , , , , , , , , , , , ,LATERAL, , , , ,RID10345|RID13060|RID5643|RID1243|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43591|0|0|0|
RPID6034,XRCHLDB,"XR Chest Lat, Decub, Or Bucky","XR Chest Lateral, Decubitus, Or Bucky",XRAY CHST 1VW LAT DCBTS ERCT,XR CHEST 1 VIEW LATERAL DECUBITUS ERECT,A radiography  RADIOLOGY ORDERABLE 1 VIEW procedure focused on the CHEST and LATERAL and DECUBITUS and ERECT,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,1 VIEW, , , , , , , , , , , , , ,LATERAL,DECUBITUS,ERECT, , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43591|RID43587|RID43588|0|
RPID6035,XRCHPA,"XR Chest 1V PA","XR Chest 1 View Posteroanterior",XRAY CHST 1VW PA,XR CHEST 1 VIEW PA,A radiography  RADIOLOGY ORDERABLE 1 VIEW procedure focused on the CHEST and PA,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,1 VIEW, , , , , , , , , , , , , ,PA, , , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43399|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43594|0|0|0|
RPID6036,XRLS1VOP,"XR L-Spine 1V Intraop","XR Lumbar Spine 1 View Intraoperative",XRAY L SPINE 1VW INTRA-OP,XR LUMBAR SPINE 1 VIEW INTRA-OPERATIVE,A radiography  RADIOLOGY ORDERABLE 1 VIEW and INTRA-OPERATIVE procedure focused on the LUMBAR SPINE,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,1 VIEW,INTRA-OPERATIVE, , , , , , , , , , , , , , , , , ,RID10345|RID13060|0|RID34573|0|0|0|0|RID43399|RID39334|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6037,XRLE2+VI,"XR Leg 2+V Infant","XR Lower Extremity 2+ Views Infant",XRAY INFNT LE 2 OR MORE VWS,XR INFANT LOWER EXTREMITY 2 OR MORE VIEWS,A radiography  RADIOLOGY ORDERABLE INFANT 2 OR MORE VIEWS procedure focused on the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,LOWER EXTREMITY, , , , ,2 OR MORE VIEWS, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|RID5643|RID2638|0|0|0|0|RID43402|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6038,XRSA2+V,"XR Sacrum 2+V","XR Sacrum 2+ Views",XRAY PELVIS 2 OR MORE VWS SACR,XR PELVIS 2 OR MORE VIEWS SACRUM,A radiography  RADIOLOGY ORDERABLE 2 OR MORE VIEWS procedure focused on the SACRUM in the PELVIS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,2 OR MORE VIEWS, , , , ,SACRUM, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2507|0|0|0|0|RID43402|0|0|0|0|RID2509|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6039,XRSM2+V,"XR Sternum 2+V","XR Sternum 2+ Views",XRAY CHST 2 OR MORE VWS STERNUM,XR CHEST 2 OR MORE VIEWS STERNUM,A radiography  RADIOLOGY ORDERABLE 2 OR MORE VIEWS procedure focused on the STERNUM in the CHEST,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 OR MORE VIEWS, , , , ,STERNUM, , , , , , , , , , , , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43402|0|0|0|0|RID2473|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6040,XRUE2+VI,"XR Arm 2+V Infant","XR Upper Extremity 2+ Views Infant",XRAY INFNT UE 2 OR MORE VWS,XR INFANT UPPER EXTREMITY 2 OR MORE VIEWS,A radiography  RADIOLOGY ORDERABLE INFANT 2 OR MORE VIEWS procedure focused on the UPPER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,UPPER EXTREMITY, , , , ,2 OR MORE VIEWS, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|RID5643|RID1850|0|0|0|0|RID43402|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6041,XRAB2VGU,"XR Abd 2V GU","XR Abdomen 2 Views Genitourinary",XRAY ABD 2VWS URINARY TRCT,XR ABDOMEN 2 VIEWS URINARY TRACT,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the URINARY TRACT in the ABDOMEN,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,2 VIEWS, , , , ,URINARY TRACT, , , , , , , , , , , , , ,RID10345|RID13060|0|RID56|0|0|0|0|RID43403|0|0|0|0|RID204|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6042,XRABAPOC,"XR Abd AP+Obl/Cone","XR Abdomen Anteroposterior and Oblique/Cone",XRAY ABD 2VWS AP OBLQ CONE,XR ABDOMEN 2 VIEWS AP OBLIQUE CONE,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the ABDOMEN and AP and OBLIQUE and CONE,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,2 VIEWS, , , , , , , , , , , , , ,AP,OBLIQUE,CONE, , ,RID10345|RID13060|0|RID56|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43583|RID45661|RID43586|0|
RPID6043,XRABSUER,"XR Abd Supine/Erect","XR Abdomen Supine And Erect",XRAY ABD 2VWS SUPN ERCT,XR ABDOMEN 2 VIEWS SUPINE ERECT,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the ABDOMEN and SUPINE and ERECT,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,2 VIEWS, , , , , , , , , , , , , ,SUPINE,ERECT, , , ,RID10345|RID13060|0|RID56|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID45779|RID43588|0|0|
RPID6044,XRABSUERCH,"XR Abd Supine/Erect+Chest","XR Abdomen Supine And Erect With Chest",XRAY ABD CHST 2VWS SUPN ERCT,XR ABDOMEN CHEST 2 VIEWS SUPINE ERECT,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the ABDOMEN and CHEST and SUPINE and ERECT,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,ABDOMEN,CHEST, , , ,2 VIEWS, , , , , , , , , , , , , ,SUPINE,ERECT, , , ,RID10345|RID13060|0|RID56|RID1243|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID45779|RID43588|0|0|
RPID6045,XRCH2VAL,"XR Chest 2V+Apical Lordotic","XR Chest 2 Views With Apical Lordotic",XRAY CHST 2VWS PA LAT APCL LRDTC,XR CHEST 2 VIEWS PA LATERAL APICAL LORDOTIC,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the CHEST and PA and LATERAL and APICAL LORDOTIC,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 VIEWS, , , , , , , , , , , , , ,PA,LATERAL,APICAL LORDOTIC, , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43594|RID43591|RID43584|0|
RPID6046,XRCH2VD,"XR Chest 2V+Decubs","XR Chest 2 Views With Decubitus Views",XRAY CHST 2VWS PA LAT DCBTS,XR CHEST 2 VIEWS PA LATERAL DECUBITUS,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the CHEST and PA and LATERAL and DECUBITUS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 VIEWS, , , , , , , , , , , , , ,PA,LATERAL,DECUBITUS, , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43594|RID43591|RID43587|0|
RPID6047,XRCH2VO,"XR Chest 2V+Obls","XR Chest 2 Views With Obliques",XRAY CHST 2VWS PA LAT LT OBLQ RT OBLQ,XR CHEST 2 VIEWS PA LATERAL LEFT OBLIQUE RIGHT OBLIQUE,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the CHEST and PA and LATERAL and LEFT OBLIQUE and RIGHT OBLIQUE,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 VIEWS, , , , , , , , , , , , , ,PA,LATERAL,LEFT OBLIQUE,RIGHT OBLIQUE, ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43594|RID43591|RID43593|RID43596|
RPID6048,XRCHIE,"XR Chest Insp/Exp","XR Chest Inspiration Expiration",XRAY CHST 2VWS INSP EXP,XR CHEST 2 VIEWS INSPIRATION EXPIRATION,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the CHEST and INSPIRATION and EXPIRATION,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 VIEWS, , , , , , , , , , , , , ,INSPIRATION,EXPIRATION, , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43403|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10468|RID10467|0|0|
RPID6049,XRRB2VTCHA,"XR Ribs 2V Unilat+Chest AP","XR Ribs 2 Views Unilateral with Chest Anteroposterior",XRAY CHST 2VWS RIBS UNILAT AP,XR CHEST 2 VIEWS RIBS UNILATERAL AP,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the UNILATERAL RIBS in the CHEST and AP,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,2 VIEWS, , , , ,RIBS, ,UNILATERAL, , , , , , ,AP, , , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43403|0|0|0|0|RID28591|0|RID38593|0|0|0|0|0|0|RID43583|0|0|0|
RPID6050,XRTO2V,"XR Toes 2V","XR Toes 2 Views",XRAY LE 2VWS TOES,XR LOWER EXTREMITY 2 VIEWS TOES,A radiography  RADIOLOGY ORDERABLE 2 VIEWS procedure focused on the TOES in the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,2 VIEWS, , , , ,TOES, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2638|0|0|0|0|RID43403|0|0|0|0|RID28757|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6051,XRMN13V,"XR Mandible 1-3V","XR Mandible 1-3 Views",XRAY HEAD 3 OR FWR VWS MANDIBLE,XR HEAD 3 OR FEWER VIEWS MANDIBLE,A radiography  RADIOLOGY ORDERABLE 3 OR FEWER VIEWS procedure focused on the MANDIBLE in the HEAD,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,HEAD, , , , ,3 OR FEWER VIEWS, , , , ,MANDIBLE, , , , , , , , , , , , , ,RID10345|RID13060|0|RID9080|0|0|0|0|RID43557|0|0|0|0|RID9082|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6052,XRSK13V,"XR Skull 1-3V","XR Skull 1-3 Views",XRAY SKULL 3 OR FWR VWS,XR SKULL 3 OR FEWER VIEWS,A radiography  RADIOLOGY ORDERABLE 3 OR FEWER VIEWS procedure focused on the SKULL,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,SKULL, , , , ,3 OR FEWER VIEWS, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|0|RID9196|0|0|0|0|RID43557|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6053,XRSKAPL,"XR Skull 1-3V AP+Lat","XR Skull 1-3 Views Anteroposterior and Lateral",XRAY SKULL 3 OR FWR VWS AP LAT,XR SKULL 3 OR FEWER VIEWS AP LATERAL,A radiography  RADIOLOGY ORDERABLE 3 OR FEWER VIEWS procedure focused on the SKULL and AP and LATERAL,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,SKULL, , , , ,3 OR FEWER VIEWS, , , , , , , , , , , , , ,AP,LATERAL, , , ,RID10345|RID13060|0|RID9196|0|0|0|0|RID43557|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43583|RID43591|0|0|
RPID6054,XRAK3+V,"XR Ankle 3+V","XR Ankle 3+ Views",XRAY LE 3 OR MORE VWS ANKLE,XR LOWER EXTREMITY 3 OR MORE VIEWS ANKLE,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the ANKLE in the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,3 OR MORE VIEWS, , , , ,ANKLE, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2638|0|0|0|0|RID43405|0|0|0|0|RID28545|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6055,XRCHPAD,"XR Chest PA+Decub","XR Chest Posteroanterior With Decubitus",XRAY CHST 3 OR MORE VWS PA DCBTS,XR CHEST 3 OR MORE VIEWS PA DECUBITUS,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the CHEST and PA and DECUBITUS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,3 OR MORE VIEWS, , , , , , , , , , , , , ,PA,DECUBITUS, , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43405|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43594|RID43587|0|0|
RPID6056,XRFC3+V,"XR Facial Bones 3+V","XR Facial Bones 3+ Views",XRAY FACE 3 OR MORE VWS,XR FACE 3 OR MORE VIEWS,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the FACE,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,FACE, , , , ,3 OR MORE VIEWS, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|0|RID13284|0|0|0|0|RID43405|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6057,XRSCJ3+V,"XR Sternoclavicular Joints 3+V","XR Sternoclavicular Joints 3+ Views",XRAY CHST 3 OR MORE VWS SC JT,XR CHEST 3 OR MORE VIEWS STERNOCLAVICULAR JOINT,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the STERNOCLAVICULAR JOINT in the CHEST,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,3 OR MORE VIEWS, , , , ,STERNOCLAVICULAR JOINT, , , , , , , , , , , , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43405|0|0|0|0|RID1884|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6058,XRTF3+VB,"XR Tibia Fibula 3+V","XR Tibia Fibula 3+ Views",XRAY LE 3 OR MORE VWS TIBIA FIBULA,XR LOWER EXTREMITY 3 OR MORE VIEWS TIBIA FIBULA,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the TIBIA and FIBULA in the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,3 OR MORE VIEWS, , , , ,TIBIA,FIBULA, , , , , , , , , , , , ,RID10345|RID13060|0|RID2638|0|0|0|0|RID43405|0|0|0|0|RID2885|RID2871|0|0|0|0|0|0|0|0|0|0|0|
RPID6059,XRRB3VBCHP,"XR Ribs 3V Bilat+Chest PA","XR Ribs 3 Views Bilateral with Chest Posteroanterior",XRAY CHST 3 OR MORE VWS RIBS PA,XR CHEST 3 OR MORE VIEWS RIBS PA,A radiography  RADIOLOGY ORDERABLE 3 OR MORE VIEWS procedure focused on the RIBS in the CHEST and PA,ACTIVE,,"",SEMANTIC,"10/16/16: Correcting the previous enumeration of
views from 3 VIEWS to 3 OR MORE VIEWS.",TRUE,XR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,3 OR MORE VIEWS, , , , ,RIBS, , , , , , , , ,PA, , , , ,RID10345|RID13060|0|RID1243|0|0|0|0|RID43405|0|0|0|0|RID28591|0|0|0|0|0|0|0|0|RID43594|0|0|0|
RPID6060,XRTS3VSW,"XR T-Spine 3V Incl Swim","XR Thoracic Spine 3 Views Including Swimmers View",XRAY T SPINE 3VWS AP LAT SWMMRS,XR THORACIC SPINE 3 VIEWS AP LATERAL SWIMMERS,A radiography  RADIOLOGY ORDERABLE 3 VIEWS procedure focused on the THORACIC SPINE and AP and LATERAL and SWIMMERS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , ,3 VIEWS, , , , , , , , , , , , , ,AP,LATERAL,SWIMMERS, , ,RID10345|RID13060|0|RID28677|0|0|0|0|RID43406|0|0|0|0|0|0|0|0|0|0|0|0|0|RID43583|RID43591|RID45663|0|
RPID6061,,"","",XRAY UE 4 OR MORE VWS ELBOW RT,XR UPPER EXTREMITY 4 OR MORE VIEWS ELBOW RIGHT,A radiography  RADIOLOGY ORDERABLE 4 OR MORE VIEWS procedure focused on the RIGHT ELBOW in the UPPER EXTREMITY,ACTIVE,,"",,"",FALSE,XR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,4 OR MORE VIEWS, , , , ,ELBOW, ,RIGHT, , , , , , , , , , , ,RID10345|RID13060|0|RID1850|0|0|0|0|RID43407|0|0|0|0|RID2010|0|RID5825|0|0|0|0|0|0|0|0|0|0|
RPID6062,XRMN4V,"XR Mandible 4+V","XR Mandible 4+ Views",XRAY HEAD 4 OR MORE VWS MANDIBLE,XR HEAD 4 OR MORE VIEWS MANDIBLE,A radiography  RADIOLOGY ORDERABLE 4 OR MORE VIEWS procedure focused on the MANDIBLE in the HEAD,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,HEAD, , , , ,4 OR MORE VIEWS, , , , ,MANDIBLE, , , , , , , , , , , , , ,RID10345|RID13060|0|RID9080|0|0|0|0|RID43407|0|0|0|0|RID9082|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6063,XRSK4+V,"XR Skull Comp 4+V","XR Skull Complete 4+ Views",XRAY SKULL 4 OR MORE VWS,XR SKULL 4 OR MORE VIEWS,A radiography  RADIOLOGY ORDERABLE 4 OR MORE VIEWS procedure focused on the SKULL,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,SKULL, , , , ,4 OR MORE VIEWS, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|0|RID9196|0|0|0|0|RID43407|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6064,XRTLSUERSS,"XR TL-Spine Sup/Erect Scoli","XR Thoracolumbar Spine Supine and Erect Scoliosis",XRAY TL SPINE CMPLT,XR THORACOLUMBAR SPINE COMPLETE,A radiography  RADIOLOGY ORDERABLE COMPLETE procedure focused on the THORACOLUMBAR SPINE,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,THORACOLUMBAR SPINE, , , , ,COMPLETE, , , , , , , , , , , , , , , , , , ,RID10345|RID13060|0|RID35809|0|0|0|0|RID5689|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6065,XRKN12VOP,"XR Knee 1-2V Intraop","XR Knee 1-2 Views Intraoperative",XRAY LE INTRA-OP KNEE,XR LOWER EXTREMITY INTRA-OPERATIVE KNEE,A radiography  RADIOLOGY ORDERABLE INTRA-OPERATIVE procedure focused on the KNEE in the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,INTRA-OPERATIVE, , , , ,KNEE, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2638|0|0|0|0|RID39334|0|0|0|0|RID2743|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6066,XRTLERSS,"XR TL-Spine Erect Scoli","XR Thoracolumbar Spine Erect Scoliosis",XRAY TL SPINE LTD SCOLI,XR THORACOLUMBAR SPINE LIMITED SCOLIOSIS,A radiography  RADIOLOGY ORDERABLE LIMITED procedure focused on the THORACOLUMBAR SPINE for the purpose of SCOLIOSIS,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,THORACOLUMBAR SPINE, , , , ,LIMITED, , , , , , , ,SCOLIOSIS, , , , , , , , , , ,RID10345|RID13060|0|RID35809|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID4756|0|0|0|0|0|0|0|0|0|
RPID6067,XRHP1VP,"XR Hip 1V Port","XR Hip 1 View Portable",XRAY LE PORT HIP,XR LOWER EXTREMITY PORTABLE HIP,A radiography  RADIOLOGY ORDERABLE PORTABLE procedure focused on the HIP in the LOWER EXTREMITY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,PORTABLE, , , , ,HIP, , , , , , , , , , , , , ,RID10345|RID13060|0|RID2638|0|0|0|0|RID10383|0|0|0|0|RID2639|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6068,XRBSI,"XR Bone Survey Infant","XR Bone Survey Infant",XRAY INFNT BONE BN SURVEY,XR INFANT BONE BONE SURVEY,A radiography  RADIOLOGY ORDERABLE INFANT imaging procedure focused on the BONE for the purpose of BONE SURVEY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,INFANT,BONE, , , , , , , , , , , , ,BONE SURVEY, , , , , , , , , , ,RID10345|RID13060|RID5643|RID13197|0|0|0|0|0|0|0|0|0|0|0|0|RID28819|0|0|0|0|0|0|0|0|0|
RPID6069,XRNTRFBP,"XR Nose To Rectum FB Peds","XR Nose To Rectum Foreign Body Pediatric",XRAY PEDS WHBDY FB,XR PEDIATRIC WHOLEBODY FOREIGN BODY,A radiography  RADIOLOGY ORDERABLE PEDIATRIC imaging procedure focused on the WHOLEBODY for the purpose of FOREIGN BODY,ACTIVE,,"",,"",TRUE,XR,RADIOLOGY ORDERABLE,PEDIATRIC,WHOLEBODY, , , , , , , , , , , , ,FOREIGN BODY, , , , , , , , , , ,RID10345|RID13060|RID34492|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|RID5425|0|0|0|0|0|0|0|0|0|
